theme_slug,theme_title_th,theme_emoji,theme_order,word,ipa,thai,emoji,hint,pos,example_en,example_th,order
numbers,ตัวเลข,🔢,9,one,/wʌn/,หนึ่ง,1️⃣,"""วัน"" เลข 1",n.,I have one.,ฉันมีหนึ่งอัน,1
numbers,ตัวเลข,🔢,9,two,/tuː/,สอง,2️⃣,"""ทู"" เลข 2",n.,Two coffees please.,ขอกาแฟสองที่,2
numbers,ตัวเลข,🔢,9,three,/θriː/,สาม,3️⃣,"""ธรี"" เลข 3",n.,Three people.,สามคน,3
numbers,ตัวเลข,🔢,9,four,/fɔːr/,สี่,4️⃣,"""โฟร์"" เลข 4",n.,Four o’clock.,สี่โมง,4
numbers,ตัวเลข,🔢,9,five,/faɪv/,ห้า,5️⃣,"""ไฟฟ์"" เลข 5",n.,Give me five.,ขอห้าอัน,5
numbers,ตัวเลข,🔢,9,six,/sɪks/,หก,6️⃣,"""ซิกซ์"" เลข 6",n.,Six days.,หกวัน,6
numbers,ตัวเลข,🔢,9,seven,/ˈsevn/,เจ็ด,7️⃣,"""เซเว่น"" เหมือน 7-Eleven",n.,Seven baht.,เจ็ดบาท,7
numbers,ตัวเลข,🔢,9,eight,/eɪt/,แปด,8️⃣,"""เอท"" เลข 8",n.,Eight hours.,แปดชั่วโมง,8
numbers,ตัวเลข,🔢,9,nine,/naɪn/,เก้า,9️⃣,"""ไนน์"" เลข 9",n.,Nine people.,เก้าคน,9
numbers,ตัวเลข,🔢,9,ten,/ten/,สิบ,🔟,"""เท็น"" เลข 10",n.,Ten minutes.,สิบนาที,10
numbers,ตัวเลข,🔢,9,hundred,/ˈhʌndrəd/,ร้อย,💯,ฮันเดรด = 100,n.,One hundred baht.,หนึ่งร้อยบาท,11
numbers,ตัวเลข,🔢,9,zero,/ˈzɪroʊ/,ศูนย์,0️⃣,ซีโร่ = 0,n.,Start from zero.,เริ่มจากศูนย์,12
colors,สี,🎨,10,red,/red/,แดง,🔴,"""เรด"" สีแดง",n.,I like the red one.,ฉันชอบอันสีแดง,1
colors,สี,🎨,10,blue,/bluː/,น้ำเงิน,🔵,"""บลู"" สีน้ำเงิน",n.,The sky is blue.,ท้องฟ้าสีน้ำเงิน,2
colors,สี,🎨,10,green,/ɡriːn/,เขียว,🟢,"""กรีน"" สีเขียว",n.,Green light.,ไฟเขียว,3
colors,สี,🎨,10,yellow,/ˈjeloʊ/,เหลือง,🟡,"""เยลโล่"" สีเหลือง",n.,A yellow flower.,ดอกไม้สีเหลือง,4
colors,สี,🎨,10,black,/blæk/,ดำ,⚫,"""แบล็ก"" สีดำ",n.,A black bag.,กระเป๋าสีดำ,5
colors,สี,🎨,10,white,/waɪt/,ขาว,⚪,"""ไวท์"" สีขาว",n.,A white shirt.,เสื้อสีขาว,6
colors,สี,🎨,10,orange,/ˈɔːrɪndʒ/,ส้ม,🟠,ออเรนจ์ = สีส้ม (เหมือนผลส้ม),n.,An orange is sweet.,ส้มหวาน,7
